store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
6,Dairy,Ricotta Cheese,2023-10-08,2023-10-05,49,kg
6,Dairy,Goat Milk,2023-10-10,2023-10-05,22,liters
6,Dairy,Whipping Cream,2023-10-08,2023-10-05,32,liters
6,Dairy,Butter Milk,2023-10-10,2023-10-05,18,liters
6,Dairy,Cream Cheese,2023-10-10,2023-10-05,27,kg
6,Dairy,Ricotta Cheese,2023-10-09,2023-10-05,33,kg
6,Dairy,Cream Cheese,2023-10-06,2023-10-05,39,kg
6,Dairy,Sour Cream,2023-10-09,2023-10-05,19,kg
6,Dairy,Whole Milk,2023-10-10,2023-10-05,6,liters
6,Dairy,Cream Cheese,2023-10-08,2023-10-05,44,kg
6,Dairy,Cream Cheese,2023-10-09,2023-10-05,11,kg
6,Dairy,Mozzarella Cheese,2023-10-08,2023-10-05,36,kg
6,Dairy,Ricotta Cheese,2023-10-10,2023-10-05,9,kg
6,Bakery,Baguette,2023-10-10,2023-10-05,41,pieces
6,Bakery,Bagels,2023-10-09,2023-10-05,49,pieces
6,Bakery,Chocolate Cake,2023-10-10,2023-10-05,28,pieces
6,Bakery,Croissants,2023-10-08,2023-10-05,24,pieces
6,Bakery,Tortillas,2023-10-08,2023-10-05,20,pieces
6,Bakery,Tortillas,2023-10-08,2023-10-05,49,pieces
6,Bakery,Croissants,2023-10-07,2023-10-05,9,pieces
6,Bakery,Multigrain Bread,2023-10-07,2023-10-05,20,pieces
6,Bakery,Tortillas,2023-10-07,2023-10-05,10,pieces
6,Bakery,Cinnamon Rolls,2023-10-10,2023-10-05,8,pieces
6,Bakery,Baguette,2023-10-10,2023-10-05,22,pieces
6,Bakery,Bagels,2023-10-10,2023-10-05,42,pieces
6,Bakery,Blueberry Muffins,2023-10-09,2023-10-05,4,pieces
6,Produce,Carrots,2023-10-08,2023-10-05,2,kg
6,Produce,Romaine Lettuce,2023-10-07,2023-10-05,35,pieces
6,Produce,Zucchini,2023-10-07,2023-10-05,10,kg
6,Produce,Fuji Apples,2023-10-08,2023-10-05,12,kg
6,Produce,Onions,2023-10-06,2023-10-05,49,kg
6,Produce,Cucumbers,2023-10-06,2023-10-05,30,pieces
6,Produce,Bananas,2023-10-07,2023-10-05,30,kg
6,Produce,Red Grapes,2023-10-07,2023-10-05,28,kg
6,Produce,Gala Apples,2023-10-10,2023-10-05,34,kg
6,Produce,Red Grapes,2023-10-09,2023-10-05,6,kg
6,Produce,Spinach,2023-10-09,2023-10-05,12,kg
6,Produce,Broccoli,2023-10-06,2023-10-05,30,kg
6,Produce,Tomatoes,2023-10-06,2023-10-05,30,kg
6,Packaged,Canned Kidney Beans,2023-11-08,2023-10-05,25,packs
6,Packaged,Peanut Butter,2023-11-30,2023-10-05,34,packs
6,Packaged,Peanut Butter,2023-10-24,2023-10-05,46,packs
6,Packaged,Spaghetti,2023-11-09,2023-10-05,15,packs
6,Packaged,Cereal,2023-12-04,2023-10-05,49,packs
6,Packaged,Instant Noodles,2023-10-24,2023-10-05,37,packs
6,Packaged,Lentils,2023-11-03,2023-10-05,44,kg
6,Packaged,Peanut Butter,2023-11-08,2023-10-05,19,packs
6,Packaged,Potato Chips,2023-11-30,2023-10-05,26,packs
6,Packaged,Brown Rice,2023-11-04,2023-10-05,15,kg
6,Packaged,Brown Rice,2023-11-29,2023-10-05,32,kg
6,Packaged,Brown Rice,2023-11-30,2023-10-05,29,kg
6,Packaged,Oatmeal,2023-11-29,2023-10-05,43,packs
6,Meat,Bacon,2023-10-06,2023-10-05,8,kg
6,Meat,Veal Cutlet,2023-10-07,2023-10-05,40,kg
6,Meat,Veal Cutlet,2023-10-10,2023-10-05,24,kg
6,Meat,Sausages,2023-10-07,2023-10-05,2,kg
6,Meat,Pork Tenderloin,2023-10-07,2023-10-05,1,kg
6,Meat,Veal Cutlet,2023-10-07,2023-10-05,38,kg
6,Meat,Smoked Ham,2023-10-10,2023-10-05,35,kg
6,Meat,Ham,2023-10-10,2023-10-05,22,kg
6,Meat,Turkey Breast,2023-10-09,2023-10-05,4,kg
6,Meat,Turkey Legs,2023-10-08,2023-10-05,29,kg
6,Meat,Veal Cutlet,2023-10-07,2023-10-05,46,kg
6,Meat,Sausages,2023-10-09,2023-10-05,34,kg
6,Seafood,Tilapia,2023-10-10,2023-10-05,23,kg
6,Seafood,Clams,2023-10-06,2023-10-05,29,kg
6,Seafood,Herring,2023-10-09,2023-10-05,25,kg
6,Seafood,Tilapia,2023-10-06,2023-10-05,44,kg
6,Seafood,Tilapia,2023-10-09,2023-10-05,44,kg
6,Seafood,Salmon Fillet,2023-10-08,2023-10-05,32,kg
6,Seafood,Crab Meat,2023-10-10,2023-10-05,26,kg
6,Seafood,Shrimp,2023-10-06,2023-10-05,35,kg
6,Seafood,Fresh Tuna,2023-10-06,2023-10-05,35,kg
6,Seafood,Sea Bass,2023-10-07,2023-10-05,42,kg
6,Seafood,Cod Fillet,2023-10-06,2023-10-05,49,kg
6,Seafood,Mussels,2023-10-08,2023-10-05,4,kg
6,Frozen,Frozen Chicken Nuggets,2023-12-12,2023-10-05,38,packs
6,Frozen,Frozen Mango Chunks,2023-12-27,2023-10-05,39,packs
6,Frozen,Frozen Blueberries,2023-12-15,2023-10-05,17,packs
