store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
1,Canned,Vegetable Soup,2026-01-15,2025-04-07,38,cans
1,Frozen,Pizza,2026-02-24,2025-04-07,34,units
1,Meat,Ground Beef,2025-04-13,2025-04-07,2,packages
1,Frozen,Frozen Berries,2025-10-04,2025-04-07,5,packages
1,Bakery,Bread,2025-04-12,2025-04-07,10,loaves
1,Bakery,Muffins,2025-04-12,2025-04-07,47,units
1,Frozen,Ice Cream,2025-09-06,2025-04-07,36,packages
1,Produce,Bananas,2025-04-18,2025-04-07,35,bunches
1,Meat,Pork Chops,2025-04-16,2025-04-07,17,packages
1,Frozen,Pizza,2026-01-21,2025-04-07,27,kg
1,Meat,Ground Beef,2025-04-09,2025-04-07,14,packages
1,Produce,Carrots,2025-04-17,2025-04-07,14,bunches
1,Dairy,Cream,2025-04-15,2025-04-07,26,containers
1,Meat,Pork Chops,2025-04-19,2025-04-07,16,packages
1,Frozen,Ice Cream,2025-09-24,2025-04-07,11,packages
1,Bakery,Bread,2025-04-10,2025-04-07,32,units
1,Bakery,Croissants,2025-04-20,2025-04-07,31,units
1,Meat,Chicken Breast,2025-04-16,2025-04-07,2,kg
1,Frozen,Frozen Berries,2025-08-03,2025-04-07,48,packages
1,Meat,Pork Chops,2025-04-16,2025-04-07,24,kg
1,Bakery,Croissants,2025-04-09,2025-04-07,9,units
1,Canned,Baked Beans,2025-09-28,2025-04-07,28,cans
1,Canned,Tomato Sauce,2025-09-22,2025-04-07,1,units
1,Frozen,Pizza,2025-10-06,2025-04-07,17,units
1,Frozen,Pizza,2025-12-31,2025-04-07,46,packages
1,Bakery,Donuts,2025-04-15,2025-04-07,30,units
1,Produce,Apples,2025-04-16,2025-04-07,6,units
1,Dairy,Butter,2025-04-18,2025-04-07,40,liters
1,Canned,Tomato Sauce,2026-01-24,2025-04-07,1,units
1,Meat,Chicken Breast,2025-04-13,2025-04-07,43,packages
1,Canned,Tomato Sauce,2025-11-03,2025-04-07,13,cans
1,Produce,Lettuce,2025-04-08,2025-04-07,49,bunches
1,Dairy,Cheese,2025-04-15,2025-04-07,22,kg
1,Canned,Baked Beans,2026-01-23,2025-04-07,31,cans
1,Meat,Pork Chops,2025-04-10,2025-04-07,9,kg
1,Produce,Tomatoes,2025-04-16,2025-04-07,35,kg
