store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
10,Dairy,Skim Milk,2025-04-12,2025-04-08,25,liters
10,Dairy,Feta Cheese,2025-04-13,2025-04-08,10,packs
10,Dairy,Mozzarella,2025-04-11,2025-04-08,14,packs
10,Dairy,Ricotta Cheese,2025-04-10,2025-04-08,8,tubs
10,Dairy,Almond Yogurt,2025-04-12,2025-04-08,12,packs
10,Dairy,String Cheese,2025-04-13,2025-04-08,15,packs
10,Dairy,Half and Half,2025-04-11,2025-04-08,9,liters
10,Bakery,Pumpernickel Bread,2025-04-10,2025-04-08,7,loaves
10,Bakery,Baguettes,2025-04-09,2025-04-08,18,pieces
10,Bakery,Blueberry Muffins,2025-04-10,2025-04-08,14,packs
10,Bakery,Pita Bread,2025-04-11,2025-04-08,10,packs
10,Bakery,Cheese Danish,2025-04-09,2025-04-08,16,pieces
10,Bakery,Chocolate Chip Cookies,2025-04-10,2025-04-08,22,packs
10,Bakery,Brioche Buns,2025-04-10,2025-04-08,11,packs
10,Produce,Pineapple,2025-04-12,2025-04-08,12,pieces
10,Produce,Spinach,2025-04-10,2025-04-08,20,packs
10,Produce,Eggplant,2025-04-12,2025-04-08,14,pieces
10,Produce,Asparagus,2025-04-11,2025-04-08,16,bunches
10,Produce,Red Cabbage,2025-04-13,2025-04-08,9,heads
10,Produce,Brussels Sprouts,2025-04-12,2025-04-08,15,kg
10,Produce,Mangoes,2025-04-11,2025-04-08,18,pieces
10,Produce,Radishes,2025-04-12,2025-04-08,10,bunches
10,Produce,Green Beans,2025-04-11,2025-04-08,13,kg
10,Produce,Kiwi,2025-04-12,2025-04-08,22,kg
10,Produce,Cauliflower,2025-04-12,2025-04-08,11,heads
10,Produce,Artichokes,2025-04-11,2025-04-08,8,pieces
10,Packaged,Quinoa,2025-05-18,2025-04-08,14,kg
10,Packaged,Jarred Tomato Sauce,2025-05-28,2025-04-08,22,jars
10,Packaged,Dried Lentils,2025-06-12,2025-04-08,18,kg
10,Packaged,Protein Bars,2025-05-20,2025-04-08,26,boxes
10,Packaged,Canned Tuna,2025-06-05,2025-04-08,30,cans
10,Packaged,Mustard,2025-05-25,2025-04-08,12,bottles
10,Packaged,Fruit Snacks,2025-05-15,2025-04-08,19,boxes
10,Packaged,Couscous,2025-06-08,2025-04-08,7,boxes
10,Packaged,Pretzels,2025-05-10,2025-04-08,16,bags
10,Packaged,Hot Sauce,2025-06-02,2025-04-08,9,bottles
10,Packaged,Popcorn,2025-05-23,2025-04-08,15,bags
10,Packaged,Maple Syrup,2025-06-10,2025-04-08,6,bottles
10,Meat,Ribeye Steak,2025-04-11,2025-04-08,10,kg
10,Meat,Chicken Thighs,2025-04-12,2025-04-08,17,kg
10,Meat,Italian Sausage,2025-04-11,2025-04-08,12,packs
10,Meat,Beef Brisket,2025-04-10,2025-04-08,8,kg
10,Meat,Duck Breast,2025-04-11,2025-04-08,5,kg
10,Meat,Lamb Rack,2025-04-12,2025-04-08,4,racks
10,Meat,Veal Cutlets,2025-04-10,2025-04-08,6,kg
