store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
2,Dairy,Milk,2025-04-15,2025-04-07,15,liters
2,Bakery,Bread,2025-04-10,2025-04-07,25,packs
2,Produce,Bananas,2025-04-12,2025-04-07,30,kg
2,Dairy,Yogurt,2025-04-18,2025-04-07,20,packs
2,Meat,Chicken Breast,2025-04-09,2025-04-07,10,kg
2,Produce,Apples,2025-04-20,2025-04-07,40,kg
2,Pantry,Pasta,2025-07-15,2025-04-07,50,packs
2,Dairy,Cheese,2025-04-25,2025-04-07,12,kg
2,Seafood,Salmon Fillet,2025-04-11,2025-04-07,8,kg
2,Bakery,Croissants,2025-04-09,2025-04-07,18,packs
2,Produce,Tomatoes,2025-04-16,2025-04-07,22,kg
2,Pantry,Rice,2025-08-01,2025-04-07,60,packs
2,Dairy,Butter,2025-05-05,2025-04-07,15,kg
2,Meat,Beef Steak,2025-04-13,2025-04-07,7,kg
2,Produce,Potatoes,2025-04-22,2025-04-07,35,kg
2,Bakery,Muffins,2025-04-11,2025-04-07,20,packs
2,Seafood,Shrimp,2025-04-10,2025-04-07,10,kg
2,Dairy,Ice Cream,2025-05-10,2025-04-07,25,tubes
2,Pantry,Canned Beans,2026-01-01,2025-04-07,45,cans
2,Produce,Oranges,2025-04-18,2025-04-07,30,kg
2,Meat,Pork Chops,2025-04-12,2025-04-07,9,kg
2,Bakery,Bagels,2025-04-10,2025-04-07,22,packs
2,Seafood,Tuna,2025-05-15,2025-04-07,30,cans
2,Dairy,Sour Cream,2025-04-20,2025-04-07,18,packs
2,Pantry,Flour,2025-09-01,2025-04-07,40,kg
2,Produce,Lettuce,2025-04-14,2025-04-07,25,heads
2,Meat,Ground Beef,2025-04-09,2025-04-07,12,kg
2,Bakery,Cakes,2025-04-12,2025-04-07,10,pieces
2,Seafood,Cod Fillet,2025-04-13,2025-04-07,9,kg
2,Dairy,Custard,2025-04-17,2025-04-07,20,packs
2,Pantry,Sugar,2025-10-01,2025-04-07,55,kg
2,Produce,Carrots,2025-04-19,2025-04-07,38,kg
2,Meat,Sausages,2025-04-11,2025-04-07,15,packs
2,Bakery,Cookies,2025-04-15,2025-04-07,30,packs
2,Seafood,Crab,2025-04-09,2025-04-07,5,kg
2,Dairy,Whipped Cream,2025-04-22,2025-04-07,16,cans
2,Pantry,Salt,2026-02-01,2025-04-07,40,packs
2,Produce,Broccoli,2025-04-13,2025-04-07,28,kg
2,Meat,Turkey Breast,2025-04-14,2025-04-07,11,kg
2,Bakery,Pies,2025-04-16,2025-04-07,12,pieces
2,Dairy,Milk,2025-04-14,2025-04-07,8,liters
2,Produce,Spinach,2025-04-11,2025-04-07,15,kg
2,Meat,Chicken Wings,2025-04-10,2025-04-07,18,kg
2,Bakery,Rolls,2025-04-09,2025-04-07,20,packs
2,Pantry,Olive Oil,2025-11-01,2025-04-07,10,liters
2,Dairy,Cheese Slices,2025-04-19,2025-04-07,15,packs
2,Produce,Mushrooms,2025-04-15,2025-04-07,12,kg
2,Meat,Lamb Chops,2025-04-12,2025-04-07,6,kg
2,Bakery,Brownies,2025-04-13,2025-04-07,15,pieces
